,,,"Timiskaming, District [Census division], Ontario",,,,,,"Ontario [Province]"
"Topic","Characteristics","Note","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female"
"Knowledge of languages","        Cree-Montagnais languages",,      15,,      10,,       0,,    6560,,    3160,,    3395,
"Knowledge of languages","          Atikamekw",,       0,,       0,,       0,,      10,,       0,,       0,
"Knowledge of languages","          Montagnais (Innu)",,       0,,       0,,       0,,      10,,       0,,      10,
"Knowledge of languages","          Moose Cree",,      10,,      10,,       0,,     145,,      70,,      75,
"Knowledge of languages","          Naskapi",,       0,,       0,,       0,,      25,,      10,,      10,
"Knowledge of languages","          Northern East Cree",,       0,,       0,,       0,,      65,,      25,,      45,
"Knowledge of languages","          Plains Cree",,       0,,       0,,       0,,     105,,      50,,      50,
"Knowledge of languages","          Southern East Cree",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","          Swampy Cree",,       0,,       0,,       0,,     605,,     255,,     350,
"Knowledge of languages","          Woods Cree",,       0,,       0,,       0,,      45,,      25,,      25,
"Knowledge of languages","          Cree; n.o.s.",,      10,,      10,,      10,,    5620,,    2760,,    2865,
"Knowledge of languages","        Eastern Algonquian languages",,       0,,       0,,       0,,     180,,      95,,      85,
"Knowledge of languages","          Malecite",,       0,,       0,,       0,,      20,,      20,,       0,
"Knowledge of languages","          Mi'kmaq",,       0,,       0,,       0,,     160,,      75,,      85,
"Knowledge of languages","        Ojibway-Potawatomi languages",,      45,,      20,,      25,,   23980,,   11285,,   12690,
"Knowledge of languages","          Algonquin",,       0,,      10,,       0,,     205,,      95,,     105,
"Knowledge of languages","          Ojibway",,      45,,      20,,      25,,   16220,,    7600,,    8630,
"Knowledge of languages","          Oji-Cree",,       0,,       0,,       0,,    7515,,    3585,,    3935,
"Knowledge of languages","          Ottawa (Odawa)",,       0,,       0,,       0,,     200,,     105,,     100,
"Knowledge of languages","        Algonquian languages; n.i.e.",,       0,,       0,,       0,,      85,,      40,,      50,
"Knowledge of languages","      Athabaskan languages",,       0,,       0,,       0,,      85,,      25,,      65,
"Knowledge of languages","        Northern Athabaskan languages",,       0,,       0,,       0,,      80,,      25,,      55,
"Knowledge of languages","          Babine (Wetsuwet'en)",,       0,,       0,,       0,,      10,,       0,,       0,
"Knowledge of languages","          Beaver",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","          Carrier",,       0,,       0,,       0,,      10,,       0,,      10,
"Knowledge of languages","          Chilcotin",,       0,,       0,,       0,,      10,,       0,,      10,
"Knowledge of languages","          Dene",,       0,,       0,,       0,,      45,,      20,,      30,
"Knowledge of languages","          Dogrib (Tlicho)",,       0,,       0,,       0,,      10,,       0,,      10,
"Knowledge of languages","          Gwich'in",,       0,,       0,,       0,,      10,,       0,,      10,
"Knowledge of languages","          Sarsi (Sarcee)",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","          Sekani",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","          Slavey-Hare languages",,       0,,       0,,       0,,      10,,       0,,       0,
"Knowledge of languages","            North Slavey (Hare)",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","            South Slavey",,       0,,       0,,       0,,       0,,       0,,      10,
"Knowledge of languages","            Slavey; n.o.s.",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","          Tahltan languages",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","            Kaska (Nahani)",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","            Tahltan",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","          Tutchone languages",,       0,,       0,,       0,,      10,,       0,,       0,
"Knowledge of languages","            Northern Tutchone",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","            Southern Tutchone",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","        Athabaskan languages; n.i.e.",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","      Haida",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","      Inuit languages",,       0,,       0,,       0,,     840,,     320,,     525,
"Knowledge of languages","        Inuinnaqtun (Inuvialuktun)",,       0,,       0,,       0,,      10,,       0,,      10,
"Knowledge of languages","        Inuktitut",,       0,,       0,,       0,,     730,,     285,,     445,
"Knowledge of languages","        Inuit languages; n.i.e.",,       0,,       0,,       0,,     105,,      35,,      70,
"Knowledge of languages","      Iroquoian languages",,       0,,       0,,       0,,    1940,,     810,,    1125,
"Knowledge of languages","        Cayuga",,       0,,       0,,       0,,     120,,      35,,      85,
"Knowledge of languages","        Mohawk",,       0,,       0,,       0,,    1625,,     710,,     915,
"Knowledge of languages","        Oneida",,       0,,       0,,       0,,     180,,      55,,     125,
"Knowledge of languages","        Iroquoian languages; n.i.e.",,       0,,       0,,       0,,      50,,      25,,      25,
"Knowledge of languages","      Kutenai",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","      Michif",,       0,,       0,,       0,,     180,,      65,,     110,
"Knowledge of languages","      Salish languages",,       0,,       0,,       0,,      10,,       0,,      10,
"Knowledge of languages","        Comox",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","        Halkomelem",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","        Lillooet",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","        Okanagan",,       0,,       0,,       0,,       0,,      10,,       0,
"Knowledge of languages","        Shuswap (Secwepemctsin)",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","        Squamish",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","        Straits",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","        Thompson (Ntlakapamux)",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","        Salish languages; n.i.e.",,       0,,       0,,       0,,      10,,       0,,      10,
"Knowledge of languages","      Siouan languages",,       0,,       0,,       0,,      40,,      10,,      30,
"Knowledge of languages","        Dakota",,       0,,       0,,       0,,      20,,      10,,      10,
"Knowledge of languages","        Stoney",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","        Siouan languages; n.i.e.",,       0,,       0,,       0,,      20,,       0,,      15,
"Knowledge of languages","      Tlingit",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","      Tsimshian languages",,       0,,       0,,       0,,      10,,       0,,      10,
"Knowledge of languages","        Gitxsan (Gitksan)",,       0,,       0,,       0,,      10,,       0,,      10,
"Knowledge of languages","        Nisga'a",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","        Tsimshian",,       0,,       0,,       0,,      10,,       0,,      10,
"Knowledge of languages","      Wakashan languages",,       0,,       0,,       0,,      10,,      10,,       0,
"Knowledge of languages","        Haisla",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","        Heiltsuk",,       0,,       0,,       0,,       0,,       0,,      10,
"Knowledge of languages","        Kwakiutl (Kwak'wala)",,       0,,       0,,       0,,      10,,       0,,       0,
"Knowledge of languages","        Nuu-chah-nulth (Nootka)",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","        Wakashan languages; n.i.e.",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","      Aboriginal languages; n.o.s.",,      10,,       0,,       0,,     210,,     100,,     110,
"Knowledge of languages","    Non-Aboriginal languages",,    1260,,     620,,     645,, 4397690,, 2099820,, 2297865,
"Knowledge of languages","      Afro-Asiatic languages",,      15,,      10,,       0,,  362645,,  183050,,  179595,
"Knowledge of languages","        Berber languages",,       0,,       0,,       0,,     925,,     505,,     415,
"Knowledge of languages","          Kabyle",,       0,,       0,,       0,,     530,,     280,,     255,
"Knowledge of languages","          Berber languages; n.i.e.",,       0,,       0,,       0,,     390,,     225,,     165,
"Knowledge of languages","        Cushitic languages",,       0,,       0,,       0,,   34160,,   15155,,   19000,
"Knowledge of languages","          Bilen",,       0,,       0,,       0,,     355,,     200,,     160,
"Knowledge of languages","          Oromo",,       0,,       0,,       0,,    2075,,     905,,    1175,
"Knowledge of languages","          Somali",,       0,,       0,,       0,,   31535,,   13925,,   17610,
"Knowledge of languages","          Cushitic languages; n.i.e.",,       0,,       0,,       0,,     370,,     170,,     205,
"Knowledge of languages","        Semitic languages",,      15,,      10,,      10,,  330315,,  168750,,  161570,
"Knowledge of languages","          Amharic",,       0,,       0,,       0,,   16010,,    7565,,    8445,
"Knowledge of languages","          Arabic",,       0,,       0,,       0,,  246015,,  127015,,  119000,
"Knowledge of languages","          Assyrian Neo-Aramaic",,       0,,       0,,       0,,   17825,,    8775,,    9050,
"Knowledge of languages","          Chaldean Neo-Aramaic",,       0,,       0,,       0,,    6185,,    3045,,    3140,
"Knowledge of languages","          Harari",,       0,,       0,,       0,,    1310,,     660,,     645,
"Knowledge of languages","          Hebrew",,      10,,       0,,       0,,   43255,,   22165,,   21090,
"Knowledge of languages","          Maltese",,      10,,       0,,       0,,    7020,,    3455,,    3570,
"Knowledge of languages","          Tigrigna",,       0,,       0,,       0,,    9385,,    4320,,    5065,
"Knowledge of languages","          Semitic languages; n.i.e.",,       0,,       0,,       0,,    1985,,    1010,,     975,
"Knowledge of languages","        Afro-Asiatic languages; n.i.e.",,       0,,       0,,       0,,    1125,,     535,,     590,
"Knowledge of languages","      Austro-Asiatic languages",,       0,,      10,,       0,,   99830,,   46210,,   53620,
"Knowledge of languages","        Khmer (Cambodian)",,       0,,       0,,       0,,   10045,,    4490,,    5550,
"Knowledge of languages","        Vietnamese",,       0,,      10,,       0,,   90265,,   41965,,   48300,
"Knowledge of languages","        Austro-Asiatic languages; n.i.e.",,       0,,       0,,       0,,      60,,      10,,      50,
"Knowledge of languages","      Austronesian languages",,      20,,       0,,      20,,  249435,,   98295,,  151150,
"Knowledge of languages","        Bikol",,       0,,       0,,       0,,     755,,     340,,     425,
"Knowledge of languages","        Cebuano",,       0,,       0,,      10,,    9475,,    3650,,    5830,
"Knowledge of languages","        Fijian",,       0,,       0,,       0,,     110,,      40,,      65,
"Knowledge of languages","        Hiligaynon",,       0,,       0,,       0,,    3110,,    1205,,    1910,
"Knowledge of languages","        Ilocano",,       0,,       0,,       0,,   15235,,    5940,,    9295,
"Knowledge of languages","        Malagasy",,       0,,       0,,       0,,     215,,     115,,     100,
"Knowledge of languages","        Malay",,       0,,       0,,       0,,    9780,,    4500,,    5280,
"Knowledge of languages","        Pampangan (Kapampangan; Pampango)",,       0,,       0,,       0,,    1935,,     855,,    1080,
"Knowledge of languages","        Pangasinan",,       0,,       0,,       0,,     565,,     245,,     320,
"Knowledge of languages","        Tagalog (Pilipino; Filipino)",,      15,,       0,,      10,,  232935,,   91110,,  141820,
"Knowledge of languages","        Waray-Waray",,       0,,       0,,       0,,     410,,     125,,     285,
"Knowledge of languages","        Austronesian languages; n.i.e.",,       0,,       0,,       0,,    1785,,     755,,    1030,
"Knowledge of languages","      Creole languages",,       0,,       0,,       0,,   30260,,   13525,,   16735,
"Knowledge of languages","        Haitian Creole",,       0,,       0,,       0,,    1430,,     605,,     830,
"Knowledge of languages","        Creole; n.o.s.",,       0,,       0,,       0,,   19375,,    8480,,   10895,
"Knowledge of languages","        Creole languages; n.i.e.",,       0,,       0,,       0,,    9685,,    4525,,    5155,
"Knowledge of languages","      Dravidian languages",,      10,,      10,,       0,,  196315,,   97975,,   98335,
"Knowledge of languages","        Kannada",,       0,,       0,,       0,,    5775,,    2930,,    2845,
"Knowledge of languages","        Malayalam",,       0,,       0,,       0,,   22880,,   11535,,   11345,
"Knowledge of languages","        Tamil",,       0,,       0,,       0,,  157700,,   77975,,   79730,
"Knowledge of languages","        Telugu",,      10,,      10,,      10,,   16315,,    8925,,    7390,
"Knowledge of languages","        Dravidian languages; n.i.e.",,       0,,       0,,       0,,     495,,     250,,     240,
"Knowledge of languages","      Hmong-Mien languages",,       0,,       0,,       0,,     545,,     265,,     280,
"Knowledge of languages","      Indo-European languages",,    1020,,     490,,     530,, 2608060,, 1265535,, 1342525,
"Knowledge of languages","        Albanian",,       0,,       0,,       0,,   22375,,   11180,,   11195,
"Knowledge of languages","        Armenian",,       0,,       0,,       0,,   18435,,    8860,,    9575,
"Knowledge of languages","        Balto-Slavic languages",,     210,,      90,,     115,,  473565,,  221450,,  252120,
"Knowledge of languages","          Baltic languages",,      25,,      25,,       0,,   10545,,    4495,,    6050,
"Knowledge of languages","            Latvian",,      15,,      15,,       0,,    4675,,    2070,,    2610,
"Knowledge of languages","            Lithuanian",,      10,,       0,,       0,,    5875,,    2430,,    3445,
"Knowledge of languages","          Slavic languages",,     180,,      65,,     115,,  465170,,  217885,,  247285,
"Knowledge of languages","            Belarusan",,       0,,       0,,       0,,    1360,,     680,,     680,
"Knowledge of languages","            Bosnian",,       0,,       0,,       0,,    9915,,    4905,,    5010,
"Knowledge of languages","            Bulgarian",,       0,,       0,,       0,,   10410,,    5060,,    5350,
"Knowledge of languages","            Croatian",,       0,,       0,,       0,,   46580,,   22880,,   23700,
"Knowledge of languages","            Czech",,       0,,       0,,       0,,   14045,,    6615,,    7430,
"Knowledge of languages","            Macedonian",,       0,,       0,,      10,,   21505,,   10365,,   11140,
"Knowledge of languages","            Polish",,     115,,      45,,      70,,  142985,,   65415,,   77575,
"Knowledge of languages","            Russian",,      20,,       0,,      20,,  138735,,   64355,,   74380,
"Knowledge of languages","            Serbian",,      10,,       0,,      10,,   53250,,   26725,,   26525,
"Knowledge of languages","            Serbo-Croatian",,       0,,       0,,       0,,    5815,,    2845,,    2965,
"Knowledge of languages","            Slovak",,       0,,       0,,       0,,   12035,,    5550,,    6490,
"Knowledge of languages","            Slovene (Slovenian)",,       0,,       0,,       0,,    7935,,    3550,,    4390,
"Knowledge of languages","            Ukrainian",,      55,,      25,,      25,,   54615,,   24125,,   30490,
"Knowledge of languages","            Slavic languages; n.i.e.",,       0,,       0,,       0,,    1750,,     935,,     815,
"Knowledge of languages","        Celtic languages",,       0,,       0,,       0,,    3800,,    1880,,    1920,
"Knowledge of languages","          Scottish Gaelic",,       0,,       0,,       0,,    1480,,     720,,     765,
"Knowledge of languages","          Welsh",,       0,,       0,,       0,,     685,,     300,,     390,
"Knowledge of languages","          Celtic languages; n.i.e.",,       0,,       0,,       0,,    1650,,     870,,     785,
"Knowledge of languages","        Germanic languages",,     495,,     235,,     260,,  274305,,  130610,,  143700,
"Knowledge of languages","          Afrikaans",,      20,,      20,,       0,,    7360,,    3625,,    3735,
"Knowledge of languages","          Danish",,      10,,      10,,      10,,    5440,,    2455,,    2980,
"Knowledge of languages","          Dutch",,     120,,      65,,      60,,   63410,,   29875,,   33535,
"Knowledge of languages","          Frisian",,       0,,       0,,       0,,    1655,,     820,,     835,
"Knowledge of languages","          German",,     380,,     175,,     205,,  189035,,   90730,,   98305,
"Knowledge of languages","          Icelandic",,       0,,       0,,       0,,     285,,     130,,     155,
"Knowledge of languages","          Norwegian",,       0,,       0,,       0,,    2140,,     975,,    1165,
"Knowledge of languages","          Swedish",,      10,,      10,,       0,,    5125,,    2345,,    2785,
"Knowledge of languages","          Vlaams (Flemish)",,       0,,       0,,       0,,    2275,,    1050,,    1225,
"Knowledge of languages","          Yiddish",,       0,,       0,,       0,,    7175,,    3535,,    3640,
"Knowledge of languages","          Germanic languages; n.i.e.",,       0,,       0,,       0,,    3290,,    1645,,    1645,
"Knowledge of languages","        Greek",,       0,,      10,,       0,,   80690,,   40105,,   40590,
"Knowledge of languages","        Indo-Iranian languages",,      70,,      40,,      40,,  915765,,  463175,,  452585,
"Knowledge of languages","          Indo-Aryan languages",,      75,,      35,,      35,,  759390,,  384940,,  374450,
"Knowledge of languages","            Bengali",,       0,,       0,,       0,,   59685,,   30420,,   29265,
"Knowledge of languages","            Gujarati",,      20,,      10,,      10,,  103890,,   52380,,   51510,
"Knowledge of languages","            Hindi",,      40,,      20,,      20,,  250095,,  127765,,  122335,
"Knowledge of languages","            Kashmiri",,       0,,       0,,       0,,     600,,     300,,     300,
"Knowledge of languages","            Konkani",,       0,,       0,,       0,,    5490,,    2515,,    2975,
"Knowledge of languages","            Marathi",,      15,,       0,,      10,,   10360,,    5380,,    4980,
"Knowledge of languages","            Nepali",,      15,,       0,,      10,,   10245,,    5115,,    5135,
"Knowledge of languages","            Oriya (Odia)",,       0,,       0,,       0,,    1090,,     515,,     570,
"Knowledge of languages","            Punjabi (Panjabi)",,      35,,      15,,      15,,  282065,,  145050,,  137015,
"Knowledge of languages","            Sindhi",,       0,,       0,,       0,,   11515,,    5385,,    6130,
"Knowledge of languages","            Sinhala (Sinhalese)",,       0,,       0,,       0,,   18555,,    9230,,    9330,
"Knowledge of languages","            Urdu",,       0,,       0,,       0,,  231500,,  117305,,  114190,
"Knowledge of languages","          Iranian languages",,       0,,       0,,       0,,  163490,,   81710,,   81785,
"Knowledge of languages","            Kurdish",,       0,,       0,,       0,,    8795,,    4755,,    4040,
"Knowledge of languages","            Pashto",,       0,,       0,,       0,,   15315,,    8145,,    7170,
"Knowledge of languages","            Persian (Farsi)",,       0,,       0,,       0,,  145465,,   72275,,   73190,
"Knowledge of languages","          Indo-Iranian languages; n.i.e.",,       0,,       0,,       0,,    4665,,    2495,,    2175,
"Knowledge of languages","        Italic (Romance) languages",,     260,,     120,,     135,,  880330,,  418225,,  462105,
"Knowledge of languages","          Catalan",,       0,,       0,,       0,,     515,,     275,,     240,
"Knowledge of languages","          Italian",,      80,,      35,,      45,,  333645,,  161190,,  172455,
"Knowledge of languages","          Portuguese",,      25,,      10,,      10,,  193520,,   93885,,   99635,
"Knowledge of languages","          Romanian",,      10,,      10,,       0,,   49635,,   23205,,   26430,
"Knowledge of languages","          Spanish",,     165,,      80,,      80,,  337615,,  156040,,  181580,
"Knowledge of languages","          Italic (Romance) languages; n.i.e.",,       0,,       0,,       0,,    1355,,     745,,     605,
"Knowledge of languages","      Japanese",,       0,,       0,,       0,,   25675,,   11535,,   14140,
"Knowledge of languages","      Kartvelian languages",,       0,,       0,,       0,,    1555,,     775,,     780,
"Knowledge of languages","        Georgian",,       0,,       0,,       0,,    1555,,     770,,     785,
"Knowledge of languages","      Korean",,      10,,      10,,       0,,   79175,,   36930,,   42245,
"Knowledge of languages","      Mongolic languages",,       0,,       0,,       0,,     515,,     225,,     285,
"Knowledge of languages","        Mongolian",,       0,,       0,,       0,,     515,,     225,,     285,
"Knowledge of languages","      Niger-Congo languages",,      20,,      15,,      10,,   70570,,   33620,,   36945,
"Knowledge of languages","        Akan (Twi)",,       0,,       0,,       0,,   15950,,    7520,,    8435,
"Knowledge of languages","        Bamanankan",,       0,,       0,,       0,,     385,,     195,,     185,
"Knowledge of languages","        Edo",,       0,,       0,,       0,,    2130,,     930,,    1195,
"Knowledge of languages","        Ewe",,       0,,       0,,       0,,     880,,     435,,     445,
"Knowledge of languages","        Fulah (Pular; Pulaar; Fulfulde)",,       0,,       0,,       0,,     700,,     320,,     375,
"Knowledge of languages","        Ga",,       0,,       0,,       0,,    1340,,     645,,     695,
"Knowledge of languages","        Ganda",,       0,,       0,,       0,,    1225,,     550,,     675,
"Knowledge of languages","        Igbo",,       0,,       0,,       0,,    4025,,    2105,,    1920,
"Knowledge of languages","        Lingala",,       0,,       0,,       0,,    4885,,    2165,,    2720,
"Knowledge of languages","        Rundi (Kirundi)",,       0,,       0,,       0,,    2555,,    1080,,    1475,
"Knowledge of languages","        Kinyarwanda (Rwanda)",,       0,,       0,,       0,,    2220,,     885,,    1330,
"Knowledge of languages","        Shona",,       0,,       0,,       0,,    2350,,    1055,,    1300,
"Knowledge of languages","        Swahili",,      10,,       0,,      10,,   16750,,    8110,,    8640,
"Knowledge of languages","        Wolof",,       0,,       0,,       0,,     730,,     355,,     375,
"Knowledge of languages","        Yoruba",,      10,,      10,,       0,,   10495,,    5345,,    5150,
"Knowledge of languages","        Niger-Congo languages; n.i.e.",,      10,,      10,,       0,,   11210,,    5255,,    5950,
"Knowledge of languages","      Nilo-Saharan languages",,       0,,       0,,       0,,    2025,,    1020,,    1010,
"Knowledge of languages","        Dinka",,       0,,       0,,       0,,     415,,     220,,     200,
"Knowledge of languages","        Nilo-Saharan languages; n.i.e.",,       0,,       0,,       0,,    1615,,     805,,     810,
"Knowledge of languages","      Sign languages",,      25,,      15,,      15,,   18865,,    7645,,   11220,
"Knowledge of languages","        American Sign Language",,      10,,       0,,       0,,   10220,,    3695,,    6525,
"Knowledge of languages","        Quebec Sign Language",,       0,,       0,,       0,,     235,,      60,,     180,
"Knowledge of languages","        Sign languages; n.i.e.",,      15,,      10,,      10,,    8690,,    4005,,    4680,
"Knowledge of languages","      Sino-Tibetan languages",,      50,,      25,,      20,,  689145,,  324575,,  364565,
"Knowledge of languages","        Chinese languages",,      50,,      25,,      20,,  679170,,  319635,,  359530,
"Knowledge of languages","          Cantonese",,      25,,      15,,      15,,  341875,,  159280,,  182600,
"Knowledge of languages","          Hakka",,       0,,       0,,       0,,    7865,,    3445,,    4420,
"Knowledge of languages","          Mandarin",,      25,,      10,,      10,,  385395,,  179890,,  205510,
"Knowledge of languages","          Min Dong",,       0,,       0,,       0,,     810,,     330,,     480,
"Knowledge of languages","          Min Nan (Chaochow; Teochow; Fukien; Taiwanese)",,       0,,       0,,       0,,   16980,,    7650,,    9330,
"Knowledge of languages","          Wu (Shanghainese)",,       0,,       0,,       0,,    8305,,    3860,,    4440,
"Knowledge of languages","          Chinese; n.o.s.",,       0,,       0,,       0,,   16455,,    7710,,    8745,
"Knowledge of languages","          Chinese languages; n.i.e.",,       0,,       0,,       0,,     185,,      95,,      90,
"Knowledge of languages","        Tibeto-Burman languages",,       0,,       0,,       0,,   10460,,    5200,,    5260,
"Knowledge of languages","          Burmese",,       0,,       0,,       0,,    2215,,    1055,,    1165,
"Knowledge of languages","          Karenic languages",,       0,,       0,,       0,,    1820,,     905,,     920,
"Knowledge of languages","          Tibetan",,       0,,       0,,       0,,    5695,,    2845,,    2850,
"Knowledge of languages","          Tibeto-Burman languages; n.i.e.",,       0,,       0,,       0,,    1245,,     645,,     605,
"Knowledge of languages","      Tai-Kadai languages",,       0,,       0,,       0,,   11120,,    4945,,    6180,
"Knowledge of languages","        Lao",,       0,,       0,,       0,,    6740,,    3215,,    3520,
"Knowledge of languages","        Thai",,       0,,       0,,       0,,    5195,,    2065,,    3135,
"Knowledge of languages","        Tai-Kadai languages; n.i.e.",,       0,,       0,,       0,,      30,,      10,,      20,
"Knowledge of languages","      Turkic languages",,       0,,       0,,       0,,   33335,,   17310,,   16025,
"Knowledge of languages","        Azerbaijani",,       0,,       0,,       0,,    3260,,    1710,,    1550,
"Knowledge of languages","        Turkish",,       0,,       0,,       0,,   27850,,   14510,,   13340,
"Knowledge of languages","        Uyghur",,       0,,       0,,       0,,     700,,     350,,     345,
"Knowledge of languages","        Uzbek",,       0,,       0,,       0,,    1405,,     700,,     705,
"Knowledge of languages","        Turkic languages; n.i.e.",,       0,,       0,,       0,,     915,,     450,,     465,
"Knowledge of languages","      Uralic languages",,      95,,      55,,      40,,   58370,,   27060,,   31310,
"Knowledge of languages","        Estonian",,      15,,      10,,       0,,    4785,,    2155,,    2625,
"Knowledge of languages","        Finnish",,      70,,      35,,      30,,   11145,,    4865,,    6280,
"Knowledge of languages","        Hungarian",,      10,,       0,,       0,,   42545,,   20070,,   22480,
"Knowledge of languages","        Uralic languages; n.i.e.",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","      Other languages; n.i.e.",,       0,,       0,,       0,,    3675,,    1950,,    1725,
"Citizenship","Total - Citizenship for the population in private households - 25% sample data",45,   31675,,   15755,,   15920,,13242160,, 6472240,, 6769920,
"Citizenship","  Canadian citizens",46,   31360,,   15600,,   15760,,12223065,, 5987360,, 6235705,
"Citizenship","    Canadian citizens aged under 18",,    5990,,    3040,,    2945,, 2546075,, 1305820,, 1240255,
"Citizenship","    Canadian citizens aged 18 and over",,   25370,,   12560,,   12810,, 9676990,, 4681540,, 4995445,
"Citizenship","  Not Canadian citizens",47,     315,,     155,,     160,, 1019095,,  484880,,  534215,
"Immigrant status and period of immigration","Total - Immigrant status and period of immigration for the population in private households - 25% sample data",48,   31680,,   15760,,   15920,,13242160,, 6472240,, 6769920,
"Immigrant status and period of immigration","  Non-immigrants",49,   30500,,   15205,,   15290,, 9188815,, 4555270,, 4633545,
"Immigrant status and period of immigration","  Immigrants",50,    1120,,     515,,     605,, 3852145,, 1814665,, 2037480,
"Immigrant status and period of immigration","    Before 1981",,     700,,     310,,     390,, 1077745,,  507500,,  570240,
"Immigrant status and period of immigration","    1981 to 1990",,      90,,      50,,      40,,  513995,,  246235,,  267755,
"Immigrant status and period of immigration","    1991 to 2000",,     140,,      50,,      90,,  834510,,  390315,,  444195,
"Immigrant status and period of immigration","    2001 to 2010",,      95,,      40,,      55,,  953730,,  446895,,  506835,
"Immigrant status and period of immigration","      2001 to 2005",,      25,,      10,,      15,,  490560,,  230950,,  259610,
"Immigrant status and period of immigration","      2006 to 2010",,      65,,      30,,      35,,  463170,,  215945,,  247225,
"Immigrant status and period of immigration","    2011 to 2016",51,      95,,      65,,      30,,  472170,,  223715,,  248450,
"Immigrant status and period of immigration","  Non-permanent residents",52,      65,,      40,,      25,,  201200,,  102305,,   98895,
"Age at immigration","Total - Age at immigration for the immigrant population in private households - 25% sample data",53,    1120,,     515,,     605,, 3852145,, 1814665,, 2037485,
"Age at immigration","  Under 5 years",,     230,,     130,,     100,,  369955,,  184255,,  185705,
"Age at immigration","  5 to 14 years",,     230,,     120,,     110,,  685085,,  345865,,  339225,
"Age at immigration","  15 to 24 years",,     255,,      90,,     165,,  855475,,  381025,,  474450,
"Age at immigration","  25 to 44 years",,     360,,     145,,     210,, 1579500,,  741340,,  838160,
"Age at immigration","  45 years and over",,      45,,      25,,      25,,  362130,,  162180,,  199945,
"Immigrants by selected place of birth","Total - Selected places of birth for the immigrant population in private households - 25% sample data",54,    1115,,     515,,     605,, 3852145,, 1814665,, 2037480,
"Immigrants by selected place of birth","  Americas",,     175,,      60,,     115,,  598950,,  265930,,  333025,
"Immigrants by selected place of birth","    Brazil",,       0,,       0,,       0,,   14705,,    6700,,    8010,
"Immigrants by selected place of birth","    Colombia",,       0,,       0,,       0,,   28815,,   13085,,   15730,
"Immigrants by selected place of birth","    El Salvador",,       0,,       0,,       0,,   20920,,   10165,,   10750,
"Immigrants by selected place of birth","    Guyana",,       0,,      10,,       0,,   79745,,   35325,,   44420,
"Immigrants by selected place of birth","    Haiti",,       0,,       0,,       0,,   10195,,    4410,,    5785,
"Immigrants by selected place of birth","    Jamaica",,       0,,      10,,      10,,  119840,,   51320,,   68525,
"Immigrants by selected place of birth","    Mexico",,      25,,      10,,      20,,   30075,,   13895,,   16185,
"Immigrants by selected place of birth","    Peru",,       0,,       0,,       0,,   10550,,    4660,,    5895,
"Immigrants by selected place of birth","    Trinidad and Tobago",,       0,,       0,,      10,,   52810,,   23515,,   29300,
"Immigrants by selected place of birth","    United States",55,     115,,      45,,      70,,  109005,,   47170,,   61830,
"Immigrants by selected place of birth","    Other places of birth in Americas",,      20,,       0,,      20,,  122280,,   55685,,   66600,
"Immigrants by selected place of birth","  Europe",,     725,,     335,,     385,, 1144295,,  546250,,  598050,
"Immigrants by selected place of birth","    Bosnia and Herzegovina",,       0,,       0,,       0,,   21300,,   10655,,   10645,
"Immigrants by selected place of birth","    Croatia",,       0,,       0,,       0,,   27330,,   13495,,   13835,
"Immigrants by selected place of birth","    France",,      10,,      10,,      10,,   13385,,    6310,,    7070,
"Immigrants by selected place of birth","    Germany",,     110,,      50,,      60,,   63460,,   29685,,   33775,
